Penalty,Val Loss,Avg Active Layers,Total Layers,Skip Ratio
0.1,10.616867351531983,21.815,22,0.00840909090909081
0.2,8.373083271980285,10.375,22,0.5284090909090908
0.8,8.744586510658264,10.785,22,0.5097727272727273
1.2,8.251928396224976,11.075,22,0.4965909090909091
2.0,8.442868711948394,11.36,22,0.48363636363636364
3.0,8.043773682117463,11.255,22,0.4884090909090909
