Global Step,Epoch,Training Loss,CE Loss,KD Loss,Gate Loss,Validation Loss,Avg Active Layers,Gumbel Temp,LR
100,1,1172.3579,8.0100,2336.0000,0.3529,7.1184,7.3,1.0000,2.98e-05
200,1,816.6256,8.3279,1624.0000,0.4617,7.9010,8.3,1.0000,2.92e-05
300,1,956.8420,8.7605,1904.0000,0.4618,9.2324,9.2,1.0000,2.81e-05
