Penalty,Val Loss,Avg Active Layers,Total Layers,Skip Ratio
10.0,5.261891112327576,14.3875,36,0.6003472222222223
25.0,10.81300787448883,7.434150390625,36,0.793495822482639
50.0,10.943972911834717,7.36048828125,36,0.7955419921875
100.0,11.374387140274047,7.136279296875,36,0.80177001953125
250.0,11.575494012832642,7.03228515625,36,0.8046587456597222
500.0,11.780238027572631,6.261318359375,36,0.8260744900173611
