category,tokens,avg_active_layers,avg_token_loss,high_loss_fraction
all,30358,7.0423282166150605,8.632006544387009,0.25121029245971216
high_id_token,5248,7.043635670731708,5.745251992830901,0.07717225609756098
high_loss,7576,7.066525871172122,13.358761292828174,1.0
numeric,2927,7.042364195421934,5.65569851663183,0.011274342330030749
punctuation,3746,6.993059263214095,8.120447874656076,0.14842498665242926
stop_word,6149,7.068629045373231,6.8025470151364,0.06911692958204586
subword_or_continuation,8802,7.007271074755737,8.320918687883454,0.21227621483375958
whitespace_or_empty,1241,7.045930701047542,1.966208571069444,0.007252215954875101
