Global Step,Epoch,Training Loss,CE Loss,KD Loss,Gate Loss,Validation Loss,Avg Active Layers,Gumbel Temp,LR
20,1,7.5511,7.5288,0.0000,0.0222,,12.0,1.0000,3.00e-05
40,1,6.4959,6.4709,0.0000,0.0250,,13.0,1.0000,3.00e-05
60,1,1098.0394,4.0205,2192.0000,0.0292,,14.5,1.0000,2.99e-05
80,1,1073.8077,3.5629,2144.0000,0.0264,,13.5,1.0000,2.99e-05
