Epoch,Step,Train Loss,Val Loss,Perplexity,Active Layers,Skip Ratio
1,50,2.495525598526001,2.586971504688263,13.289463996887207,26.0,0.0
1,100,2.4560282230377197,2.5603118216991425,12.939850807189941,26.0,0.0
1,150,2.398949384689331,2.5264308297634126,12.508780479431152,26.0,0.0
1,200,3.0172250270843506,2.487688468694687,12.033429145812988,26.0,0.0
1,250,2.6002774238586426,2.4567809319496154,11.667193412780762,26.0,0.0
1,300,2.631666898727417,2.4286492908000947,11.343548774719238,26.0,0.0
1,350,2.4390268325805664,2.4028601455688476,11.054749488830566,26.0,0.0
1,400,2.5317609310150146,2.3713931000232695,10.712306022644043,26.0,0.0
1,450,2.6672589778900146,2.346513669490814,10.449077606201172,26.0,0.0
1,500,2.447622060775757,2.3284594237804415,10.262120246887207,26.0,0.0
1,550,2.0521771907806396,2.3118934547901153,10.093518257141113,26.0,0.0
1,600,1.7812635898590088,2.2956712758541107,9.931099891662598,26.0,0.0
1,650,2.3834385871887207,2.2847642993927,9.823370933532715,26.0,0.0
1,700,2.3603055477142334,2.27398997426033,9.718097686767578,26.0,0.0
1,750,2.5467870235443115,2.268165454864502,9.661659240722656,26.0,0.0
1,800,2.452584743499756,2.2608758819103243,9.591486930847168,26.0,0.0
1,850,2.545898199081421,2.2568893682956697,9.553325653076172,26.0,0.0
1,900,2.290621757507324,2.2536233925819396,9.522176742553711,26.0,0.0
1,950,2.8079452514648438,2.2489898467063902,9.478156089782715,26.0,0.0
1,1000,2.0121567249298096,2.2450241768360137,9.440644264221191,26.0,0.0
1,1050,2.401991605758667,2.2425333356857298,9.417159080505371,26.0,0.0
1,1100,2.152832269668579,2.240500499010086,9.398033142089844,26.0,0.0
1,1150,1.8191179037094116,2.2381278401613236,9.375762939453125,26.0,0.0
1,1200,1.945146083831787,2.2360676908493042,9.356467247009277,26.0,0.0
1,1250,2.329690456390381,2.234416301250458,9.34102725982666,26.0,0.0
1,1300,2.7432143688201904,2.2341711723804476,9.338738441467285,26.0,0.0
1,1350,1.958152174949646,2.2323924720287325,9.3221435546875,26.0,0.0
1,1400,1.5022062063217163,2.2303593373298645,9.303208351135254,26.0,0.0
1,1450,1.945091962814331,2.2284854364395144,9.28579044342041,26.0,0.0
