Penalty,Val Loss,Avg Active Layers,Total Layers,Skip Ratio
10.0,9.520182671546936,9.01154296875,26,0.6534021935096154
25.0,10.62863886833191,6.375732421875,26,0.7547795222355769
50.0,10.587880983352662,6.5025,26,0.7499038461538461
100.0,10.745839862823486,6.10224609375,26,0.7652982271634615
250.0,10.90468674659729,5.659306640625,26,0.7823343599759616
500.0,10.960092687606812,5.388193359375,26,0.7927617938701923
