Epoch,Step,Train Loss,Val Loss,Perplexity,Active Layers,Skip Ratio
1,50,7.902860164642334,2.4382887473182073,11.453423500061035,16.0,0.5
1,100,5.020172119140625,2.4177154378285484,11.220197677612305,16.0,0.5
1,150,6.436705589294434,2.4050354957580566,11.07882308959961,16.0,0.5
1,200,5.5178542137146,2.4172781630167886,11.215290069580078,16.0,0.5
1,250,5.299038887023926,2.4101162183852423,11.135254859924316,16.0,0.5
1,300,3.924684762954712,2.446648936423044,11.549577713012695,16.0,0.5
1,350,3.5282552242279053,2.4296160482224964,11.354520797729492,16.0,0.5
1,400,4.113626003265381,2.4705781993411837,11.82928466796875,16.0,0.5
1,450,4.100925922393799,2.4466810794103715,11.549948692321777,16.0,0.5
1,500,5.603633880615234,2.410772478769696,11.142565727233887,16.0,0.5
1,550,4.826175689697266,2.4377498551020547,11.447254180908203,16.0,0.5
1,600,4.319789886474609,2.422515426363264,11.274182319641113,16.0,0.5
2,650,6.827259540557861,2.4335903761878845,11.399738311767578,16.0,0.5
2,700,4.4649434089660645,2.4188427735888767,11.232852935791016,16.0,0.5
2,750,4.430587291717529,2.4290254399889992,11.347817420959473,16.0,0.5
2,800,3.8501086235046387,2.452347761108762,11.615585327148438,16.0,0.5
2,850,2.948758363723755,2.443591038386027,11.514315605163574,16.0,0.5
2,900,4.034782409667969,2.4407322160781377,11.4814453125,16.0,0.5
2,950,6.511316776275635,2.4555139674080744,11.652420997619629,16.0,0.5
2,1000,3.4280717372894287,2.4627891703257485,11.737502098083496,16.0,0.5
2,1050,4.593981742858887,2.4581954611672296,11.683708190917969,16.0,0.5
2,1100,4.21098518371582,2.466205911030845,11.77767562866211,16.0,0.5
2,1150,4.000389575958252,2.4465651133703807,11.54861068725586,16.0,0.5
2,1200,3.650177240371704,2.463896916026161,11.750514030456543,16.0,0.5
2,1250,3.9087772369384766,2.4530273146099515,11.623480796813965,16.0,0.5
3,1300,3.563838481903076,2.4855361306478105,12.007555961608887,16.0,0.5
3,1350,3.6035261154174805,2.494712504129561,12.118249893188477,16.0,0.5
3,1400,4.148377418518066,2.4751251841348316,11.883193016052246,16.0,0.5
3,1450,3.9630541801452637,2.4461447889842685,11.543757438659668,16.0,0.5
3,1500,3.33357572555542,2.440152160705082,11.474786758422852,16.0,0.5
3,1550,5.081140041351318,2.4491176207860312,11.578125953674316,16.0,0.5
3,1600,5.826320171356201,2.4600113289696828,11.70494270324707,16.0,0.5
3,1650,4.238990783691406,2.4848505826223466,11.999327659606934,16.0,0.5
3,1700,3.4677505493164062,2.4715800228573026,11.841141700744629,16.0,0.5
3,1750,3.686908721923828,2.4653745643676275,11.767888069152832,16.0,0.5
3,1800,3.0591139793395996,2.469004375594003,11.81068229675293,16.0,0.5
3,1850,5.81217622756958,2.4447548048836842,11.52772331237793,16.0,0.5
