Penalty,Val Loss,Perplexity,Avg Active Layers,Total Layers,Skip Ratio,FLOP Utilization,Avg Entropy
0.005,2.2425468909740447,9.417285569638947,10.8875048828125,28,0.6111605398995535,0.38883946010044645,0.5791190311312675
0.01,2.2420702385902405,9.412797867645105,10.88672607421875,28,0.6111883544921874,0.38881164550781255,0.5790790531039238
0.02,2.2440972352027893,9.431896927362722,10.886396484375,28,0.6112001255580357,0.3887998744419643,0.5790661337971688
0.05,2.245472398996353,9.444876252825672,10.8468359375,28,0.6126130022321429,0.3873869977678571,0.5777150982618332
0.1,2.2792545235157013,9.76939484013683,10.12276123046875,28,0.6384728131975446,0.36152718680245544,0.5483043640851974
0.2,2.417595777511597,11.218854243124085,8.59998046875,28,0.6928578404017858,0.3071421595982142,0.45900553226470947
0.4,2.728613510131836,15.311642858215098,7.39723388671875,28,0.7358130754743304,0.2641869245256696,0.36541611835360527
